2|3.862285614013672e-05
3|1.2346029281616211e-05
4|1.0511159896850587e-05
5|1.1713504791259766e-05
6|1.2911558151245117e-05
7|1.1486530303955077e-05
8|1.186227798461914e-05
9|1.1404514312744141e-05
10|1.0916233062744141e-05
11|1.2078523635864258e-05
12|1.2138128280639649e-05
13|1.3521432876586914e-05
