2|7.64322280883789e-06
3|4.703521728515625e-06
4|3.773689270019531e-06
5|3.8123130798339844e-06
6|3.826141357421875e-06
7|3.5500526428222658e-06
8|3.3650398254394533e-06
9|3.4596920013427733e-06
10|3.4027099609375e-06
11|3.3690929412841797e-06
12|3.289937973022461e-06
13|3.3347606658935547e-06
