No. of cuts,time_lapsed,Value_of_i
2,0.0033419132232666016,1847
2,0.003367900848388672,-1
2,0.003381967544555664,7582
2,0.00339508056640625,1254
2,0.003410816192626953,-1
2,0.0034246444702148438,6655
2,0.003438234329223633,581
2,0.003454446792602539,5681
2,0.003468751907348633,9221
2,0.0034804344177246094,4366
2,0.0034933090209960938,4688
2,0.003509998321533203,-1
2,0.003523111343383789,9798
2,0.0035364627838134766,4629
2,0.0035500526428222656,1106
2,0.0035622119903564453,8091
2,0.003571033477783203,2891
2,0.003583192825317383,1940
2,0.0035979747772216797,3052
2,0.0036122798919677734,1271
2,0.003625631332397461,3124
2,0.00363922119140625,1113
2,0.0036504268646240234,1280
2,0.003663301467895508,4594
2,0.003684520721435547,3621
2,0.003699064254760742,5726
2,0.0037131309509277344,6939
2,0.003738880157470703,-1
2,0.0037522315979003906,5136
2,0.0037682056427001953,8572
2,0.003805398941040039,8309
2,0.003831624984741211,97
2,0.0038552284240722656,-1
2,0.003899812698364258,4801
2,0.003950595855712891,6462
2,0.00399327278137207,788
2,0.004040718078613281,1316
2,0.0040738582611083984,1996
2,0.004117727279663086,2247
2,0.004149436950683594,5828
2,0.004197835922241211,4194
2,0.004235029220581055,3219
2,0.004266262054443359,3193
2,0.004320621490478516,-1
2,0.004355430603027344,-1
2,0.004395008087158203,4162
2,0.004438638687133789,8152
2,0.0044765472412109375,4130
2,0.004506826400756836,299
2,0.004553556442260742,-1
2,0.00459742546081543,-1
2,0.004736900329589844,2280
2,0.0047910213470458984,3987
2,0.004836082458496094,4202
2,0.004875898361206055,6515
2,0.004923105239868164,6168
2,0.004973173141479492,3647
2,0.00502467155456543,7275
2,0.0050640106201171875,1753
2,0.005100727081298828,5685
2,0.0051457881927490234,2806
2,0.005179882049560547,741
2,0.005227804183959961,8972
2,0.005259275436401367,904
2,0.005295991897583008,7778
2,0.0053369998931884766,5124
2,0.005376577377319336,-1
2,0.0054132938385009766,4880
2,0.005446434020996094,5940
2,0.0054776668548583984,8558
2,0.005519390106201172,268
2,0.005555868148803711,3545
2,0.005594015121459961,694
2,0.005642414093017578,3009
2,0.005768299102783203,7934
2,0.005808353424072266,-1
2,0.005844593048095703,7157
2,0.0058820247650146484,7696
2,0.005916595458984375,67
2,0.005948305130004883,7367
2,0.005984783172607422,5572
2,0.0060346126556396484,573
2,0.006078243255615234,6136
2,0.006110191345214844,5201
2,0.006151914596557617,2557
2,0.006187915802001953,9168
2,0.006223917007446289,7879
2,0.006258964538574219,9671
2,0.006295919418334961,607
2,0.006340742111206055,-1
2,0.006383180618286133,7914
2,0.006483554840087891,4323
2,0.006520748138427734,1413
2,0.006552934646606445,6403
2,0.006600618362426758,7003
2,0.006644725799560547,4685
2,0.00668644905090332,3841
2,0.006725311279296875,824
2,0.006758689880371094,489
2,0.0067937374114990234,4121
2,0.006834506988525391,2698
2,0.0068738460540771484,4191
2,0.006911277770996094,6613
2,0.0069615840911865234,449
2,0.00699925422668457,2325
2,0.007040500640869141,107
2,0.007079362869262695,9487
2,0.007111310958862305,2338
2,0.007141828536987305,6167
2,0.007171154022216797,4125
2,0.007197380065917969,172
2,0.007239103317260742,6414
2,0.007279157638549805,6082
2,0.007311344146728516,8596
2,0.007345438003540039,9647
2,0.007376670837402344,6881
2,0.007405996322631836,5540
2,0.007446765899658203,7341
2,0.007479190826416016,423
2,0.007524728775024414,179
2,0.00757145881652832,-1
2,0.00761103630065918,7818
2,0.007650852203369141,1029
2,0.007688999176025391,4300
2,0.0077288150787353516,106
2,0.007773399353027344,-1
2,0.007828474044799805,7445
2,0.007864952087402344,3960
2,0.007901430130004883,-1
2,0.007930755615234375,2126
2,0.007959842681884766,2363
2,0.007987260818481445,4655
2,0.008011341094970703,3339
2,0.0080413818359375,2039
2,0.00806427001953125,1938
2,0.008086919784545898,5552
2,0.008144855499267578,5087
2,0.008170843124389648,6074
2,0.008201122283935547,4199
2,0.008230209350585938,710
2,0.008251428604125977,3263
2,0.00827646255493164,6236
2,0.008303165435791016,9878
2,0.008329629898071289,626
2,0.008358955383300781,-1
2,0.008381128311157227,4741
2,0.008405923843383789,1916
2,0.008432149887084961,6332
2,0.008453845977783203,9642
2,0.008471488952636719,8407
2,0.008506298065185547,3565
2,0.008547306060791016,790
2,0.008582115173339844,640
2,0.00861978530883789,5848
2,0.008658647537231445,4103
2,0.008696317672729492,8255
2,0.008737564086914062,-1
2,0.00877690315246582,4337
2,0.008815288543701172,9100
2,0.008846282958984375,5207
2,0.008882522583007812,6169
2,0.008905172348022461,6524
2,0.008932113647460938,3260
2,0.008962154388427734,7365
2,0.008985042572021484,5367
2,0.009015321731567383,9524
2,0.009042501449584961,1421
2,0.009068012237548828,1640
2,0.009095191955566406,8168
2,0.009119749069213867,8152
2,0.009145975112915039,6904
2,0.00917506217956543,-1
2,0.009201288223266602,9942
2,0.009226083755493164,5974
2,0.00925135612487793,7928
2,0.009271621704101562,2257
2,0.009292125701904297,89
2,0.009321451187133789,266
2,0.009344816207885742,5374
2,0.009371519088745117,1735
2,0.009400129318237305,2822
2,0.009425163269042969,5186
2,0.009452342987060547,-1
2,0.009492874145507812,5876
2,0.009531259536743164,-1
2,0.00956583023071289,6877
2,0.009608745574951172,6939
2,0.009637117385864258,5232
2,0.009662151336669922,9616
2,0.009690523147583008,6387
2,0.00971841812133789,3639
2,0.009743452072143555,6197
2,0.009775876998901367,5439
2,0.009803056716918945,419
2,0.009832620620727539,111
2,0.009868860244750977,6132
2,0.009894847869873047,2716
2,0.009929180145263672,6225
2,0.009955406188964844,4854
2,0.009990453720092773,2229
2,0.010022401809692383,4237
2,0.010058164596557617,4464
2,0.010106801986694336,3875
2,0.010148286819458008,1389
2,0.010180950164794922,2938
2,0.010215997695922852,2961
2,0.010249853134155273,713
2,0.010285139083862305,4733
2,0.010320186614990234,2334
2,0.010347843170166016,3871
2,0.010404109954833984,1655
2,0.010451793670654297,9386
2,0.01048421859741211,2160
2,0.010512113571166992,9982
2,0.010533332824707031,7510
2,0.010561704635620117,-1
2,0.010585784912109375,6255
2,0.010610818862915039,8501
2,0.010634660720825195,4088
2,0.01065826416015625,1800
2,0.010681867599487305,4667
2,0.010709047317504883,7746
2,0.01073598861694336,-1
2,0.010759592056274414,3813
2,0.010782003402709961,7101
2,0.010804176330566406,5166
2,0.010830879211425781,2647
2,0.010862112045288086,3494
2,0.0108795166015625,984
2,0.010898828506469727,1454
2,0.010916471481323242,5589
2,0.01093435287475586,-1
2,0.010950803756713867,1275
2,0.01096963882446289,-1
2,0.010987043380737305,-1
2,0.010999202728271484,8341
2,0.011013984680175781,4430
2,0.01103067398071289,-1
2,0.011045455932617188,9427
2,0.011058807373046875,5670
2,0.011075496673583984,-1
2,0.011089801788330078,3904
2,0.011104106903076172,213
2,0.011119365692138672,3249
2,0.011133432388305664,965
2,0.01114797592163086,3877
2,0.011162281036376953,3797
2,0.011175870895385742,6977
2,0.011192083358764648,3891
2,0.011214733123779297,975
2,0.011224985122680664,1055
2,0.011241436004638672,287
2,0.011265277862548828,-1
2,0.01128077507019043,9893
2,0.011295080184936523,-1
2,0.011307001113891602,567
2,0.011324167251586914,5788
2,0.01133871078491211,9528
2,0.011352777481079102,2609
2,0.011365175247192383,1476
2,0.011379003524780273,2269
2,0.011393070220947266,5087
2,0.011409997940063477,-1
2,0.011424064636230469,3559
2,0.011439085006713867,4648
2,0.011452198028564453,665
2,0.01146697998046875,487
2,0.011482000350952148,7158
2,0.011496543884277344,9131
2,0.01151132583618164,4376
2,0.011525392532348633,9998
2,0.011542320251464844,3055
2,0.011559724807739258,1627
2,0.011575937271118164,4761
2,0.01159048080444336,2988
2,0.011600494384765625,3555
2,0.011615753173828125,4461
2,0.011644601821899414,5771
2,0.011659622192382812,2365
2,0.01167440414428711,2000
2,0.011686563491821289,5714
2,0.011701583862304688,8277
2,0.011711597442626953,2891
2,0.011725664138793945,4580
2,0.011740446090698242,-1
2,0.011754989624023438,6937
2,0.011769533157348633,5813
2,0.011781454086303711,6846
2,0.011794328689575195,5971
2,0.01180720329284668,5073
2,0.011821746826171875,2472
2,0.011836528778076172,-1
2,0.011850118637084961,1806
2,0.011862516403198242,1060
2,0.011881351470947266,258
2,0.011895179748535156,3261
2,0.011907339096069336,611
2,0.011922597885131836,2931
2,0.011936187744140625,5369
2,0.011949539184570312,7012
2,0.011962652206420898,9923
2,0.011975765228271484,7816
2,0.011986732482910156,577
2,0.012000799179077148,1876
2,0.012015819549560547,4193
2,0.012028932571411133,1298
2,0.012045145034790039,2209
2,0.012059450149536133,4362
2,0.01207280158996582,4449
2,0.0120849609375,8541
2,0.012098312377929688,7153
2,0.012118339538574219,2376
2,0.012133121490478516,3920
2,0.012145280838012695,1216
2,0.012159585952758789,2226
2,0.012173175811767578,1486
2,0.012187004089355469,9413
2,0.012198686599731445,8140
2,0.012218475341796875,4780
2,0.012232542037963867,5283
2,0.012247323989868164,4631
2,0.012262821197509766,4179
2,0.012284278869628906,3081
2,0.012297868728637695,8349
2,0.012316465377807617,9352
2,0.012331485748291016,8678
2,0.012346982955932617,2064
2,0.012362241744995117,4279
2,0.012380361557006836,7141
2,0.012395143508911133,-1
2,0.012404203414916992,40
2,0.012417793273925781,8362
2,0.012431621551513672,-1
2,0.012442350387573242,3448
2,0.012463808059692383,8052
2,0.012478113174438477,9628
2,0.012491703033447266,3272
2,0.012507438659667969,-1
2,0.012521505355834961,5161
2,0.012534856796264648,2992
2,0.012547969818115234,3119
2,0.012579679489135742,2078
2,0.012599468231201172,92
2,0.012614011764526367,4915
2,0.012627840042114258,3545
2,0.012642383575439453,2951
2,0.01265573501586914,1213
2,0.01266932487487793,5789
2,0.012681961059570312,6783
2,0.012694597244262695,8198
2,0.012709617614746094,-1
2,0.012721776962280273,6315
2,0.012735366821289062,6421
2,0.012748241424560547,3534
2,0.01275944709777832,1768
2,0.012775897979736328,3251
2,0.012794017791748047,9976
2,0.012807846069335938,3747
2,0.01282191276550293,4125
2,0.012837886810302734,6263
2,0.01285099983215332,9208
2,0.012863874435424805,2518
2,0.012894153594970703,6586
2,0.012909889221191406,4409
2,0.01293325424194336,9537
2,0.012951135635375977,1662
2,0.012963533401489258,233
2,0.01297760009765625,5493
2,0.012986421585083008,3829
2,0.013001441955566406,-1
2,0.013023138046264648,-1
2,0.013036012649536133,5336
2,0.013053417205810547,5236
2,0.013067960739135742,9664
2,0.01308131217956543,4687
2,0.013095855712890625,2844
2,0.013110876083374023,3264
2,0.013123512268066406,3866
2,0.013137578964233398,2238
2,0.013151168823242188,6643
2,0.013189554214477539,1834
2,0.013223886489868164,-1
2,0.013251304626464844,5773
2,0.013280868530273438,-1
2,0.013294696807861328,812
2,0.013329505920410156,4783
2,0.013356208801269531,-1
2,0.013373136520385742,4404
2,0.013387680053710938,2377
2,0.013401985168457031,6077
2,0.013416290283203125,9760
2,0.013430356979370117,5050
2,0.013442516326904297,6221
2,0.013457059860229492,3953
2,0.013495683670043945,1895
2,0.013510942459106445,5923
2,0.013525247573852539,3691
2,0.013540983200073242,-1
2,0.01355600357055664,-1
2,0.013570547103881836,1302
2,0.013585090637207031,9867
2,0.013599634170532227,4500
2,0.01361536979675293,5837
2,0.013628005981445312,660
2,0.013648509979248047,8139
2,0.013663291931152344,9409
2,0.01367807388305664,6452
2,0.013695240020751953,9370
2,0.013713836669921875,6884
2,0.013729333877563477,9225
2,0.013770580291748047,2576
2,0.013787984848022461,3237
2,0.013802289962768555,825
2,0.013817548751831055,8854
2,0.013834238052368164,3230
2,0.013848543167114258,9955
2,0.013863086700439453,-1
2,0.013875484466552734,8668
2,0.013889074325561523,2112
2,0.013904094696044922,2600
2,0.013915538787841797,518
2,0.0139312744140625,-1
2,0.013943672180175781,474
2,0.013957023620605469,7167
2,0.013968706130981445,6788
2,0.013985157012939453,9952
2,0.01399993896484375,574
2,0.014015436172485352,-1
2,0.014028072357177734,6041
2,0.014049768447875977,3677
2,0.01406407356262207,8219
2,0.014077186584472656,9539
2,0.014090538024902344,9780
2,0.014106273651123047,-1
2,0.014120101928710938,1284
2,0.014137744903564453,9553
2,0.01415109634399414,985
2,0.014166116714477539,1193
2,0.014180421829223633,6011
2,0.014194488525390625,5452
2,0.014210224151611328,7331
2,0.01422429084777832,2212
2,0.014246702194213867,9051
2,0.014260292053222656,6129
2,0.014272928237915039,3785
2,0.014305591583251953,4441
2,0.014324188232421875,6416
2,0.014339447021484375,1037
2,0.014353752136230469,6657
2,0.014367818832397461,4715
2,0.014383554458618164,1057
2,0.014406681060791016,1056
2,0.014420509338378906,990
2,0.01443934440612793,8414
2,0.014455318450927734,1098
2,0.014497995376586914,2153
2,0.01451253890991211,7815
2,0.0145263671875,9372
2,0.014537811279296875,6763
2,0.01455068588256836,3949
2,0.014566898345947266,-1
2,0.014594078063964844,7455
2,0.014613628387451172,1299
2,0.01463007926940918,2200
2,0.014644861221313477,3191
2,0.014658927917480469,3048
2,0.01467275619506836,2802
2,0.014685630798339844,7223
2,0.014699220657348633,2664
2,0.014711856842041016,2938
2,0.014731168746948242,3885
2,0.014745950698852539,3545
2,0.014761686325073242,-1
2,0.014796018600463867,4871
2,0.014824390411376953,7070
2,0.014839887619018555,-1
2,0.014855623245239258,-1
2,0.01486968994140625,6672
2,0.01488351821899414,5111
2,0.014896869659423828,6411
2,0.01491236686706543,9716
2,0.014926671981811523,777
2,0.014935731887817383,9609
2,0.014949798583984375,9111
2,0.014963626861572266,1653
2,0.014978885650634766,-1
2,0.014991283416748047,9858
2,0.015005350112915039,806
2,0.015021085739135742,-1
2,0.015036582946777344,-1
2,0.015048027038574219,1515
2,0.015058755874633789,4786
2,0.01507115364074707,8951
2,0.015084505081176758,7125
2,0.015099048614501953,3600
2,0.015113115310668945,9328
2,0.01512598991394043,4526
2,0.015148639678955078,4257
2,0.015163660049438477,8522
2,0.015177726745605469,4585
2,0.015194177627563477,4870
2,0.015206336975097656,3033
2,0.015220165252685547,757
2,0.015241384506225586,1128
2,0.015263080596923828,7122
2,0.015277385711669922,4672
2,0.015291452407836914,4501
2,0.015306472778320312,8906
2,0.015313863754272461,938
2,0.01532745361328125,9749
2,0.015342473983764648,-1
2,0.015356302261352539,8085
2,0.015369892120361328,7458
2,0.015384197235107422,512
2,0.015401840209960938,-1
2,0.015416145324707031,8413
2,0.015439987182617188,1219
2,0.015455961227416992,9184
2,0.015470743179321289,1757
2,0.015488147735595703,7129
2,0.015505790710449219,2205
2,0.01552128791809082,5301
2,0.01556086540222168,95
2,0.015582799911499023,3835
2,0.01559591293334961,1568
2,0.015610933303833008,3700
2,0.015626192092895508,5593
2,0.015641212463378906,8865
2,0.015657663345336914,-1
2,0.015671253204345703,3828
2,0.015685319900512695,-1
2,0.015699386596679688,5610
2,0.015712499618530273,4667
2,0.015726089477539062,662
2,0.015740394592285156,847
2,0.01575922966003418,8985
2,0.015784502029418945,3117
2,0.01579594612121582,5206
2,0.01582193374633789,9838
2,0.015837669372558594,-1
2,0.01585102081298828,7788
2,0.01586461067199707,1629
2,0.015883684158325195,2945
2,0.015902042388916016,-1
2,0.015915393829345703,5229
2,0.015929460525512695,424
2,0.0159456729888916,-1
2,0.01596808433532715,-1
2,0.015994787216186523,6147
2,0.016010046005249023,-1
2,0.016023635864257812,9506
2,0.016040563583374023,-1
2,0.016054153442382812,6939
2,0.016067028045654297,2172
2,0.016082286834716797,-1
2,0.016095876693725586,2275
2,0.01611042022705078,8313
2,0.016123533248901367,7225
2,0.01613903045654297,1991
2,0.01615285873413086,4007
2,0.016167879104614258,8659
2,0.016188621520996094,-1
2,0.016202926635742188,6448
2,0.016221284866333008,6395
2,0.01624774932861328,6506
2,0.016271352767944336,-1
2,0.01628589630126953,3520
2,0.016299724578857422,9209
2,0.016315460205078125,7207
2,0.016328096389770508,7651
2,0.0163419246673584,8689
2,0.016360759735107422,8354
2,0.016378402709960938,9269
2,0.01638960838317871,401
2,0.01640152931213379,880
2,0.016417503356933594,8459
2,0.01642894744873047,9931
2,0.016442060470581055,1878
2,0.016453027725219727,6388
2,0.016466856002807617,6802
2,0.016481399536132812,3892
2,0.0165097713470459,7392
2,0.01653313636779785,9466
2,0.016545772552490234,2958
2,0.016566991806030273,9505
2,0.016581058502197266,8959
2,0.01659560203552246,2532
2,0.016618967056274414,2060
2,0.01663661003112793,288
2,0.01665019989013672,5882
2,0.016664981842041016,2502
2,0.016679048538208008,1790
2,0.016693115234375,2041
2,0.016707420349121094,9114
2,0.01672196388244629,7590
2,0.01673436164855957,3395
2,0.016747713088989258,8169
2,0.01676011085510254,2525
2,0.016772747039794922,4996
2,0.01678323745727539,6270
2,0.016794204711914062,489
2,0.016802072525024414,2969
2,0.016816139221191406,532
2,0.016838788986206055,3870
2,0.01685643196105957,7067
2,0.016869544982910156,5435
2,0.016884565353393555,4267
2,0.016898632049560547,4433
2,0.016907930374145508,5547
2,0.016923189163208008,803
2,0.01694774627685547,-1
2,0.016962051391601562,5710
2,0.01697397232055664,2442
2,0.01699376106262207,2066
2,0.017007827758789062,1425
2,0.017021894454956055,5052
2,0.01703786849975586,3019
2,0.01704859733581543,5763
2,0.01706242561340332,9446
2,0.017075538635253906,4916
2,0.01709604263305664,5765
2,0.017112016677856445,-1
2,0.01712822914123535,-1
2,0.01714015007019043,8624
2,0.017153501510620117,2401
2,0.01716756820678711,6814
2,0.017182111740112305,5188
2,0.017195701599121094,3094
2,0.017210006713867188,1785
2,0.017238616943359375,8174
2,0.017251968383789062,4373
2,0.017263174057006836,6339
2,0.01727747917175293,6986
2,0.01730036735534668,5637
2,0.017313480377197266,9800
2,0.01732492446899414,7120
2,0.01734018325805664,7275
2,0.017354488372802734,3840
2,0.017369508743286133,-1
2,0.01738429069519043,6201
2,0.01739978790283203,-1
2,0.017414093017578125,6667
2,0.017429351806640625,1822
2,0.01744389533996582,4353
2,0.017458438873291016,1657
2,0.017477035522460938,7487
2,0.01750659942626953,9906
2,0.01752018928527832,152
2,0.017538070678710938,8169
2,0.01755070686340332,3597
2,0.017566204071044922,6263
2,0.017578125,3111
2,0.017593860626220703,-1
2,0.0176084041595459,2907
2,0.01762223243713379,7236
2,0.017644405364990234,2454
2,0.017661094665527344,3435
2,0.017672300338745117,2354
2,0.017686128616333008,7022
2,0.017699718475341797,8919
2,0.017737150192260742,6547
2,0.01775074005126953,2324
2,0.01776432991027832,4087
2,0.01777815818786621,5420
2,0.01779770851135254,8223
2,0.017812013626098633,3772
2,0.017824411392211914,5856
2,0.017835378646850586,7609
2,0.017848730087280273,6122
2,0.01786184310913086,3065
2,0.01787567138671875,9368
2,0.017893075942993164,9535
2,0.01790618896484375,8246
2,0.01792311668395996,9140
2,0.01793670654296875,1604
2,0.017952442169189453,7128
2,0.01796722412109375,9810
2,0.01798224449157715,5127
2,0.018023014068603516,4007
2,0.01804327964782715,5484
2,0.018058300018310547,4837
2,0.018072128295898438,6956
2,0.018087148666381836,3298
2,0.01813983917236328,5820
2,0.01815652847290039,5868
2,0.018174409866333008,-1
2,0.0181882381439209,9222
2,0.018201112747192383,6010
2,0.018216848373413086,9969
2,0.01823115348815918,6486
2,0.018248319625854492,6100
2,0.018263816833496094,4074
2,0.01827836036682129,8581
2,0.018294095993041992,6358
2,0.018308401107788086,6877
2,0.018323183059692383,1670
2,0.018337488174438477,6385
2,0.018350601196289062,4325
2,0.018364906311035156,4437
2,0.01837944984436035,-1
2,0.018392562866210938,7513
2,0.018414974212646484,2550
2,0.018433809280395508,3362
2,0.018448352813720703,376
2,0.0184633731842041,8313
2,0.01847696304321289,2815
2,0.018488645553588867,9288
2,0.018503189086914062,6266
2,0.018515586853027344,7731
2,0.018529891967773438,9246
2,0.018543720245361328,4080
2,0.018559694290161133,1271
2,0.01857280731201172,5712
2,0.01858687400817871,6794
2,0.018601179122924805,3986
2,0.018614768981933594,8662
2,0.018628358840942383,3611
2,0.018642902374267578,-1
2,0.018657684326171875,7326
2,0.018671274185180664,2158
2,0.018685102462768555,4997
2,0.018711566925048828,2734
2,0.018726348876953125,3034
2,0.018736600875854492,7774
2,0.018761873245239258,5721
2,0.01878046989440918,9964
2,0.018793821334838867,8305
2,0.018815279006958008,5272
2,0.018841981887817383,-1
2,0.018855810165405273,8685
2,0.018871307373046875,1986
2,0.018887042999267578,-1
2,0.01890110969543457,-1
2,0.01891636848449707,-1
2,0.01892876625061035,5357
2,0.018942832946777344,1966
2,0.018958330154418945,-1
2,0.01897287368774414,-1
2,0.018986940383911133,3689
2,0.018999814987182617,7235
2,0.01901412010192871,7797
2,0.01902627944946289,2496
2,0.019040346145629883,7078
2,0.019053936004638672,6419
2,0.01906895637512207,4759
2,0.01908111572265625,7848
2,0.019095182418823242,8431
2,0.01911640167236328,255
2,0.019135713577270508,1159
2,0.019150257110595703,5593
2,0.019163846969604492,7061
2,0.019179105758666992,-1
2,0.019191503524780273,9488
2,0.019205331802368164,3945
2,0.01924419403076172,4427
2,0.019283771514892578,6533
2,0.019313812255859375,8113
2,0.01933908462524414,1048
2,0.019356966018676758,9411
2,0.019368648529052734,899
2,0.019389867782592773,-1
2,0.019409894943237305,8860
2,0.019429922103881836,529
2,0.01944446563720703,103
2,0.019459009170532227,4340
2,0.01947927474975586,-1
2,0.019502878189086914,1750
2,0.019520044326782227,-1
2,0.019533634185791016,6627
2,0.01954936981201172,200
2,0.019565582275390625,-1
2,0.019579410552978516,1401
2,0.019596338272094727,2586
2,0.01961040496826172,8363
2,0.019623517990112305,8590
2,0.019636154174804688,3482
2,0.019648313522338867,7252
2,0.019665002822875977,7598
2,0.019681215286254883,3094
2,0.019693851470947266,304
2,0.019711017608642578,8817
2,0.019727706909179688,5456
2,0.019742250442504883,-1
2,0.01975536346435547,3466
2,0.019770383834838867,6307
2,0.01978325843811035,3617
