No. of cuts,time_lapsed,Value_of_i
3,0.011479616165161133,9373
3,0.01149439811706543,-1
3,0.011505603790283203,2750
3,0.011516571044921875,675
3,0.011528730392456055,6719
3,0.011540889739990234,9389
3,0.011552095413208008,6539
3,0.01156163215637207,5733
3,0.011571168899536133,2250
3,0.011583566665649414,6181
3,0.011596918106079102,3090
3,0.01161050796508789,-1
3,0.011622428894042969,5741
3,0.011634349822998047,7125
3,0.011646032333374023,6876
3,0.011658430099487305,4236
3,0.011685848236083984,-1
3,0.011705398559570312,8278
3,0.011718034744262695,4534
3,0.011731147766113281,5705
3,0.011745929718017578,-1
3,0.01175832748413086,5115
3,0.011770248413085938,1314
3,0.011782169342041016,6183
3,0.011791706085205078,3553
3,0.011803150177001953,6227
3,0.01181483268737793,1451
3,0.011825799942016602,8761
3,0.011840581893920898,4250
3,0.011850595474243164,1225
3,0.011861562728881836,505
3,0.011873483657836914,7592
3,0.011884927749633789,4273
3,0.011900663375854492,7625
3,0.011912345886230469,3143
3,0.011923789978027344,3109
3,0.011938333511352539,3086
3,0.011951684951782227,3720
3,0.01196146011352539,9327
3,0.011972427368164062,9456
3,0.011992216110229492,9578
3,0.012006044387817383,8557
3,0.012033939361572266,2902
3,0.012046098709106445,8113
3,0.012058019638061523,4428
3,0.012069463729858398,6504
3,0.012079954147338867,7019
3,0.012091398239135742,5650
3,0.01210641860961914,-1
3,0.012117385864257812,2732
3,0.012135744094848633,1310
3,0.012146711349487305,4481
3,0.01215982437133789,7715
3,0.012180328369140625,1155
3,0.012193441390991211,-1
3,0.012203693389892578,1341
3,0.012215137481689453,1760
3,0.012227058410644531,5585
3,0.012240171432495117,3578
3,0.012254476547241211,6145
3,0.01226496696472168,7225
3,0.012276411056518555,6039
3,0.012287616729736328,1664
3,0.012308597564697266,1493
3,0.01232004165649414,7485
3,0.012331724166870117,1281
3,0.012350797653198242,9325
3,0.012363910675048828,3866
3,0.012375831604003906,287
3,0.012404680252075195,-1
3,0.012415409088134766,2845
3,0.012427330017089844,8461
3,0.01243901252746582,2000
3,0.012452125549316406,5493
3,0.012463569641113281,6689
3,0.012499809265136719,97
3,0.012526273727416992,5678
3,0.012552976608276367,8422
3,0.012569665908813477,-1
3,0.01258397102355957,4178
3,0.012593984603881836,8587
3,0.012607097625732422,3517
3,0.012622594833374023,3737
3,0.012637138366699219,3483
3,0.012650728225708008,6903
3,0.012664794921875,2986
3,0.012680530548095703,-1
3,0.012694358825683594,8214
3,0.012707948684692383,7608
3,0.012720584869384766,6321
3,0.01273345947265625,6559
3,0.012747764587402344,-1
3,0.012759923934936523,162
3,0.012768030166625977,9506
3,0.01279139518737793,-1
3,0.012810707092285156,4734
3,0.012821674346923828,5190
3,0.012835025787353516,5547
3,0.012847423553466797,-1
3,0.012859582901000977,2811
3,0.012871265411376953,7669
3,0.012888908386230469,712
3,0.012900114059448242,8218
3,0.012912511825561523,8343
3,0.01294565200805664,-1
3,0.012959003448486328,6303
3,0.01296854019165039,2991
3,0.012978792190551758,6612
3,0.012991189956665039,9240
3,0.013002634048461914,4305
3,0.013014078140258789,8911
3,0.013027191162109375,7812
3,0.013040304183959961,708
3,0.013051748275756836,3433
3,0.013066768646240234,8706
3,0.0130767822265625,2606
3,0.013087987899780273,9689
3,0.01311182975769043,766
3,0.01312398910522461,7624
3,0.013138532638549805,9095
3,0.013150691986083984,643
3,0.01316380500793457,2201
3,0.013176918029785156,9570
3,0.013193607330322266,7066
4,1.4781951904296875e-05,2343
4,2.6464462280273438e-05,9143
4,4.8160552978515625e-05,5799
4,6.175041198730469e-05,2060
4,7.2479248046875e-05,3941
4,0.00010895729064941406,945
4,0.00012159347534179688,5450
4,0.00013899803161621094,6207
4,0.00015664100646972656,5963
4,0.00017142295837402344,8862
4,0.000186920166015625,5739
4,0.00020742416381835938,1261
4,0.0002205371856689453,-1
4,0.0002422332763671875,2040
4,0.00026035308837890625,4579
4,0.0002720355987548828,1031
4,0.00028514862060546875,2199
4,0.00029850006103515625,4965
4,0.00030922889709472656,8544
4,0.0003292560577392578,7574
4,0.0003440380096435547,-1
4,0.0003542900085449219,2903
4,0.0003857612609863281,3753
4,0.00040221214294433594,9254
4,0.0004153251647949219,2114
4,0.0004286766052246094,7628
4,0.0004405975341796875,902
4,0.00045299530029296875,4082
4,0.0004658699035644531,8745
4,0.0004780292510986328,8156
4,0.0004904270172119141,3413
4,0.0005013942718505859,1382
4,0.0005135536193847656,4646
4,0.0005273818969726562,2341
4,0.0005395412445068359,6156
4,0.00055694580078125,1813
4,0.0005698204040527344,5134
4,0.0005807876586914062,7697
4,0.0005946159362792969,-1
4,0.0006051063537597656,633
4,0.0006144046783447266,6602
4,0.0006284713745117188,1310
4,0.0006406307220458984,6550
4,0.0006518363952636719,7874
4,0.0006711483001708984,1489
4,0.0006842613220214844,1001
4,0.0006992816925048828,3610
4,0.0007116794586181641,5826
4,0.0007240772247314453,5234
4,0.0007350444793701172,5626
4,0.0007517337799072266,1186
4,0.0007646083831787109,-1
4,0.0007770061492919922,5687
4,0.0007872581481933594,2061
4,0.0008003711700439453,3745
4,0.0008115768432617188,3208
4,0.0008249282836914062,8210
4,0.0008366107940673828,1404
4,0.0008497238159179688,-1
4,0.0008618831634521484,8863
4,0.0008740425109863281,5668
4,0.0008857250213623047,9215
4,0.0008985996246337891,-1
4,0.0009074211120605469,7735
4,0.0009195804595947266,2729
4,0.0009407997131347656,8248
4,0.0009577274322509766,2389
4,0.0009710788726806641,301
4,0.0009951591491699219,6909
4,0.0010366439819335938,4577
4,0.0010485649108886719,6584
4,0.0010612010955810547,6347
4,0.0010919570922851562,-1
4,0.001117706298828125,-1
4,0.0011293888092041016,4742
4,0.0011415481567382812,3734
4,0.0011553764343261719,7575
4,0.0011658668518066406,2867
4,0.0011782646179199219,4929
4,0.0011909008026123047,9131
4,0.0012030601501464844,7224
4,0.001214742660522461,420
4,0.0012271404266357422,4232
4,0.0012378692626953125,7834
4,0.0012485980987548828,1790
4,0.0012576580047607422,3848
4,0.0012755393981933594,104
4,0.001287698745727539,-1
4,0.0012996196746826172,9035
4,0.0013108253479003906,2256
4,0.0013225078582763672,4236
4,0.0013325214385986328,3807
4,0.0013453960418701172,4517
4,0.0013654232025146484,76
4,0.001379251480102539,3391
4,0.0013897418975830078,9468
4,0.0014011859893798828,6723
4,0.0014126300811767578,8841
4,0.0014243125915527344,7034
4,0.0014350414276123047,6776
4,0.0014464855194091797,815
4,0.0014584064483642578,2312
4,0.0014698505401611328,7519
4,0.0014810562133789062,7548
4,0.0014927387237548828,6774
4,0.0015075206756591797,5360
4,0.0015177726745605469,1916
4,0.0015311241149902344,1670
4,0.0015413761138916016,6411
4,0.001558542251586914,3984
4,0.0015718936920166016,-1
4,0.0015821456909179688,8247
4,0.0015950202941894531,2655
4,0.001608133316040039,-1
4,0.0016179084777832031,2296
4,0.001628875732421875,7032
4,0.0016400814056396484,9708
4,0.0016503334045410156,5650
4,0.0016622543334960938,-1
4,0.0016734600067138672,976
4,0.0016868114471435547,-1
4,0.0017001628875732422,9384
4,0.0017116069793701172,1879
4,0.0017242431640625,-1
4,0.001737833023071289,-1
4,0.00174713134765625,372
4,0.0017578601837158203,1854
4,0.0017704963684082031,-1
4,0.001781463623046875,9432
4,0.0017931461334228516,-1
4,0.0018057823181152344,6849
4,0.001817941665649414,-1
4,0.001837015151977539,6022
4,0.0018470287322998047,3760
4,0.0018591880798339844,5327
4,0.0018723011016845703,3574
4,0.0018835067749023438,5285
4,0.0018956661224365234,6030
4,0.0019075870513916016,9998
4,0.0019195079803466797,9489
4,0.0019311904907226562,7448
4,0.0019431114196777344,6800
4,0.0019533634185791016,5929
4,0.001964092254638672,2723
4,0.0019745826721191406,2206
4,0.0019855499267578125,4776
4,0.001996278762817383,8160
4,0.002012491226196289,2483
4,0.002032756805419922,1283
4,0.002044677734375,7886
4,0.0020554065704345703,3826
4,0.0020673274993896484,9272
4,0.0020780563354492188,816
4,0.0020906925201416016,-1
4,0.002101421356201172,4716
4,0.0021152496337890625,1654
4,0.0021309852600097656,9665
4,0.0021429061889648438,330
4,0.0021576881408691406,788
4,0.002169370651245117,7209
4,0.002181529998779297,6674
4,0.0021910667419433594,8096
4,0.0022020339965820312,4671
4,0.002213716506958008,2302
4,0.0022242069244384766,3840
4,0.002238035202026367,4627
4,0.0022504329681396484,-1
4,0.002260923385620117,487
4,0.0022749900817871094,-1
4,0.0022864341735839844,3464
4,0.0022962093353271484,9658
4,0.002307891845703125,6560
4,0.0023193359375,2064
4,0.0023310184478759766,8406
4,0.00234222412109375,9103
4,0.0023555755615234375,2769
4,0.002366304397583008,9851
4,0.0023772716522216797,7839
4,0.0024042129516601562,985
4,0.002416849136352539,5565
4,0.002429962158203125,-1
4,0.002442598342895508,8752
4,0.0024530887603759766,5803
4,0.00246429443359375,753
4,0.002476930618286133,-1
4,0.002489328384399414,6489
4,0.002500295639038086,9614
4,0.002511739730834961,947
4,0.002524852752685547,340
4,0.002535581588745117,6365
4,0.002547025680541992,6587
4,0.002559185028076172,6716
4,0.00257110595703125,6128
4,0.0025823116302490234,466
4,0.0025932788848876953,763
4,0.0026063919067382812,4053
4,0.0026159286499023438,7120
4,0.002627134323120117,5363
4,0.002641916275024414,-1
4,0.002662181854248047,-1
4,0.0026733875274658203,311
4,0.0026841163635253906,6893
4,0.0026984214782714844,8328
4,0.0027103424072265625,211
4,0.002720355987548828,1411
4,0.002741098403930664,1795
4,0.0027604103088378906,4206
4,0.0027709007263183594,2657
4,0.0027832984924316406,5706
4,0.002795696258544922,8718
4,0.0028085708618164062,4555
4,0.0028200149536132812,7751
4,0.002830982208251953,3631
4,0.0028417110443115234,6063
4,0.002852201461791992,1014
4,0.002863645553588867,6844
4,0.00287628173828125,-1
4,0.002887725830078125,4021
4,0.002899646759033203,1974
4,0.002911806106567383,-1
4,0.0029227733612060547,2511
4,0.002938985824584961,4258
4,0.002959728240966797,3846
4,0.0029714107513427734,3270
4,0.0029861927032470703,3747
4,0.003004312515258789,7625
4,0.0030150413513183594,9377
4,0.00302886962890625,-1
4,0.00304412841796875,1157
4,0.0030562877655029297,8905
4,0.003067493438720703,3498
4,0.0030786991119384766,6365
4,0.0030901432037353516,1577
4,0.0031003952026367188,3325
4,0.003112316131591797,2711
4,0.0031256675720214844,-1
4,0.0031363964080810547,2029
4,0.0031478404998779297,2778
4,0.003162860870361328,9632
4,0.003174304962158203,7517
4,0.003186464309692383,9370
4,0.0032002925872802734,556
4,0.0032150745391845703,5691
4,0.003226041793823242,7772
4,0.003252267837524414,-1
4,0.0032682418823242188,2380
4,0.0032796859741210938,3558
4,0.003290891647338867,1185
4,0.0033102035522460938,4754
4,0.0033218860626220703,3769
4,0.0033338069915771484,4949
4,0.0033457279205322266,2892
4,0.0033571720123291016,6442
4,0.0033686161041259766,6425
4,0.0033807754516601562,1530
4,0.0033919811248779297,6107
4,0.003403186798095703,5580
4,0.003414630889892578,7883
4,0.0034253597259521484,6470
4,0.0034360885620117188,3524
4,0.0034482479095458984,9928
4,0.003458261489868164,7002
4,0.0034689903259277344,8856
4,0.0034809112548828125,3543
4,0.0034923553466796875,1170
4,0.0035042762756347656,7716
4,0.00351715087890625,-1
4,0.0035257339477539062,9765
4,0.003536701202392578,3665
4,0.0035524368286132812,-1
4,0.0035636425018310547,3379
4,0.003580808639526367,5490
4,0.0035924911499023438,5516
4,0.0036041736602783203,7017
4,0.003618001937866211,5330
4,0.003628969192504883,2775
4,0.0036399364471435547,5198
4,0.003655672073364258,3389
4,0.0036687850952148438,2446
4,0.003681182861328125,-1
4,0.0036897659301757812,3516
4,0.0037009716033935547,8987
4,0.0037124156951904297,8302
4,0.003720521926879883,5235
4,0.0037424564361572266,6826
4,0.0037539005279541016,4653
4,0.0037648677825927734,1527
4,0.003780841827392578,6051
4,0.003793001174926758,9294
4,0.003804445266723633,5656
4,0.003815889358520508,3523
4,0.0038263797760009766,8957
4,0.00383758544921875,5505
4,0.003849029541015625,9632
4,0.0038666725158691406,4255
4,0.0038814544677734375,7098
4,0.0038955211639404297,-1
4,0.003911256790161133,3502
4,0.003923177719116211,6427
4,0.0039348602294921875,8471
4,0.003945350646972656,339
4,0.003957271575927734,9037
4,0.0039691925048828125,9991
4,0.003981113433837891,7180
4,0.003992795944213867,8529
4,0.004003763198852539,1349
4,0.004017829895019531,8805
4,0.004029989242553711,1952
4,0.004040956497192383,7706
4,0.004052400588989258,5839
4,0.004062652587890625,2359
4,0.004074811935424805,6671
4,0.004086971282958984,9047
4,0.004099130630493164,2319
4,0.004110813140869141,9557
4,0.004122257232666016,5659
4,0.004132986068725586,821
4,0.004143476486206055,8179
4,0.004161834716796875,3459
4,0.004171609878540039,284
4,0.004184246063232422,-1
4,0.0041961669921875,7124
4,0.004209041595458984,-1
4,0.004219770431518555,4869
4,0.004231452941894531,4323
4,0.004241228103637695,3096
4,0.00425267219543457,2492
4,0.0042667388916015625,8913
4,0.004277229309082031,818
4,0.004288911819458008,2898
4,0.004300594329833984,3572
4,0.004309892654418945,4200
4,0.00432276725769043,-1
4,0.0043337345123291016,346
4,0.004348039627075195,799
4,0.004359006881713867,3247
4,0.004372119903564453,-1
4,0.004383563995361328,7379
4,0.004396677017211914,1576
4,0.004408121109008789,8364
4,0.004418611526489258,8804
4,0.004439592361450195,4597
4,0.004451751708984375,6959
4,0.004463911056518555,-1
4,0.004476308822631836,-1
4,0.004488229751586914,-1
4,0.004498720169067383,960
4,0.0045092105865478516,1727
4,0.004519462585449219,9249
4,0.004529714584350586,3325
4,0.0045397281646728516,5191
4,0.00455164909362793,6142
4,0.004561662673950195,357
4,0.004572629928588867,3892
4,0.0045926570892333984,9173
4,0.004607677459716797,5224
4,0.00461888313293457,1722
4,0.004632234573364258,-1
4,0.004646778106689453,4626
4,0.004656314849853516,7784
4,0.004667758941650391,3571
4,0.004678964614868164,2907
4,0.004689931869506836,2275
4,0.004702568054199219,-1
4,0.0047185420989990234,1671
4,0.0047338008880615234,-1
4,0.004744529724121094,7352
4,0.004755735397338867,1912
4,0.004767179489135742,5456
4,0.004778623580932617,9008
4,0.004790306091308594,3971
4,0.004801511764526367,8505
4,0.004812955856323242,4030
4,0.004824399948120117,4577
4,0.004841804504394531,1308
4,0.0048525333404541016,2870
4,0.004863739013671875,3749
4,0.0048754215240478516,9227
4,0.0048868656158447266,2087
4,0.004898786544799805,-1
4,0.00491023063659668,7370
4,0.004921913146972656,9719
4,0.004933834075927734,7764
4,0.004944562911987305,7142
4,0.004958391189575195,4075
4,0.004971027374267578,2270
4,0.0049822330474853516,5342
4,0.0050089359283447266,7055
4,0.005021572113037109,3531
4,0.005030632019042969,557
4,0.005044460296630859,-1
4,0.005057096481323242,1081
4,0.005066633224487305,8174
4,0.00508427619934082,3196
4,0.0050966739654541016,8774
4,0.005109071731567383,-1
4,0.005119800567626953,2583
4,0.0051310062408447266,1100
4,0.0051422119140625,2951
4,0.00515294075012207,2235
4,0.005166053771972656,-1
4,0.005177021026611328,1795
4,0.0051882266998291016,9710
4,0.005199432373046875,7145
4,0.005212068557739258,-1
4,0.005223512649536133,3374
4,0.005233049392700195,8174
4,0.005242109298706055,2237
4,0.00525355339050293,8386
4,0.0052642822265625,7523
4,0.00528264045715332,6939
4,0.005295991897583008,3893
4,0.005308389663696289,8790
4,0.005329608917236328,4483
4,0.005342721939086914,6317
4,0.005350828170776367,7188
4,0.005366086959838867,2042
4,0.005379199981689453,-1
4,0.0053899288177490234,43
4,0.005400896072387695,5087
4,0.0054128170013427734,-1
4,0.005423784255981445,755
4,0.00543522834777832,4687
4,0.005446910858154297,7496
4,0.0054585933685302734,9729
4,0.005470752716064453,-1
4,0.00548863410949707,1474
4,0.005498647689819336,6104
4,0.005509138107299805,6009
4,0.005520820617675781,9752
4,0.005534648895263672,6704
4,0.0055463314056396484,2343
4,0.005556583404541016,1028
4,0.005575895309448242,6544
4,0.005589008331298828,8156
4,0.0056002140045166016,2142
4,0.0056111812591552734,8707
4,0.005623579025268555,9686
4,0.005634784698486328,7756
4,0.005646467208862305,6401
4,0.005658864974975586,6820
4,0.005671024322509766,7153
4,0.005679607391357422,4297
4,0.0056915283203125,1001
4,0.005703926086425781,9295
4,0.005715131759643555,4979
4,0.005728721618652344,3857
4,0.005742788314819336,9920
4,0.005755186080932617,9675
4,0.005770206451416016,3818
4,0.005784511566162109,2367
4,0.005797147750854492,2803
4,0.005809783935546875,9842
4,0.005822658538818359,-1
4,0.0058345794677734375,-1
4,0.005845785140991211,7020
4,0.00586700439453125,5803
4,0.005885601043701172,8504
4,0.005897998809814453,3015
4,0.005908966064453125,5666
4,0.005919694900512695,3616
4,0.0059320926666259766,3796
4,0.005942583084106445,8189
4,0.00595545768737793,-1
4,0.005968809127807617,7667
4,0.005980968475341797,4868
4,0.005991220474243164,2639
4,0.006001710891723633,8189
4,0.006013631820678711,2291
4,0.006025075912475586,3154
4,0.006035566329956055,7893
4,0.006044626235961914,596
4,0.006056785583496094,249
4,0.0060689449310302734,8650
4,0.006080150604248047,9724
4,0.006089448928833008,9180
4,0.006100654602050781,2906
4,0.006112098693847656,4677
4,0.0061244964599609375,4627
4,0.006148576736450195,3753
4,0.0061609745025634766,2470
4,0.0061724185943603516,7777
4,0.006182432174682617,9054
4,0.0061931610107421875,770
4,0.006204128265380859,6666
4,0.006213665008544922,6085
4,0.006224870681762695,2458
4,0.006235361099243164,2831
4,0.006245613098144531,4153
4,0.006256103515625,1500
4,0.006265401840209961,880
4,0.006277561187744141,7402
4,0.006289005279541016,7793
4,0.006303548812866211,6909
4,0.006314992904663086,9205
4,0.006325960159301758,7746
4,0.006337165832519531,1144
4,0.006349086761474609,1821
4,0.006360292434692383,6466
4,0.00638580322265625,2696
4,0.006399869918823242,-1
4,0.00641322135925293,9197
4,0.006444215774536133,-1
4,0.00645756721496582,7673
4,0.0064694881439208984,5915
4,0.0064814090728759766,4433
4,0.006493806838989258,4917
4,0.006501913070678711,391
4,0.006512880325317383,8358
4,0.0065233707427978516,4017
4,0.0065348148345947266,6325
4,0.0065457820892333984,5575
4,0.00655817985534668,9957
4,0.006569862365722656,2380
4,0.00658106803894043,7777
4,0.006592750549316406,1596
4,0.0066034793853759766,6450
4,0.0066149234771728516,9501
4,0.0066242218017578125,1397
4,0.006636857986450195,-1
4,0.006647825241088867,8817
4,0.0066568851470947266,7705
4,0.0066680908203125,5086
4,0.006679534912109375,3610
4,0.0066912174224853516,6298
4,0.0067119598388671875,-1
4,0.006728410720825195,-1
4,0.0067408084869384766,1795
4,0.006752490997314453,6305
4,0.006762981414794922,7257
4,0.006773710250854492,9851
4,0.006783962249755859,3830
4,0.006796121597290039,5933
4,0.0068089962005615234,-1
4,0.006819248199462891,1350
4,0.006830453872680664,6119
4,0.006843090057373047,-1
4,0.0068547725677490234,3239
4,0.006866931915283203,7144
4,0.00687718391418457,3960
4,0.006889820098876953,7509
4,0.006902217864990234,7495
4,0.006913185119628906,7867
4,0.0069234371185302734,25
4,0.00693511962890625,7894
4,0.006946563720703125,3654
4,0.0069580078125,6834
4,0.006970643997192383,9216
4,0.006986141204833984,5861
4,0.007004976272583008,3569
4,0.007017612457275391,8636
4,0.007028102874755859,188
4,0.007041215896606445,-1
4,0.007054328918457031,9235
4,0.007065773010253906,6066
4,0.007079601287841797,-1
4,0.007091045379638672,5342
4,0.007103443145751953,9760
4,0.007115364074707031,8425
4,0.007126808166503906,1080
4,0.00714111328125,7991
4,0.0071604251861572266,5001
4,0.007172822952270508,2983
4,0.00718379020690918,9621
4,0.007197141647338867,9519
4,0.007209300994873047,6603
4,0.00722193717956543,-1
4,0.007233142852783203,3753
4,0.0072422027587890625,2872
4,0.007253170013427734,4466
4,0.007264852523803711,6902
4,0.0072743892669677734,2862
4,0.007293224334716797,9968
4,0.007306814193725586,8287
4,0.0073168277740478516,3133
4,0.007328987121582031,5939
4,0.0073375701904296875,5117
4,0.00735020637512207,8962
4,0.007360935211181641,8645
4,0.007372617721557617,4686
4,0.007383823394775391,6956
4,0.007397890090942383,9689
4,0.0074100494384765625,8999
4,0.007421255111694336,6533
4,0.007433891296386719,7128
4,0.007447004318237305,7626
4,0.0074579715728759766,4358
4,0.007469654083251953,1921
4,0.007480621337890625,8856
4,0.007493495941162109,4480
4,0.0075054168701171875,5894
4,0.007524013519287109,-1
4,0.007535457611083984,1342
4,0.0075457096099853516,5276
4,0.0075571537017822266,5114
4,0.007575035095214844,4570
4,0.007587909698486328,211
4,0.0075991153717041016,3828
4,0.007611751556396484,555
4,0.007624626159667969,-1
4,0.007635831832885742,9995
4,0.007645845413208008,57
4,0.007657051086425781,1459
4,0.0076656341552734375,8477
4,0.007677316665649414,420
4,0.007689476013183594,7273
4,0.007700204849243164,7984
4,0.007710933685302734,900
4,0.007722139358520508,8411
4,0.0077359676361083984,6381
4,0.0077478885650634766,3237
4,0.0077593326568603516,8525
4,0.007769584655761719,5825
4,0.0077800750732421875,2603
4,0.007792949676513672,9388
4,0.007804155349731445,578
4,0.007815361022949219,2851
4,0.007828712463378906,6520
4,0.007849931716918945,8971
4,0.007861614227294922,5446
4,0.00787043571472168,8985
4,0.007883310317993164,8418
4,0.007896661758422852,-1
4,0.007908105850219727,3078
4,0.007921218872070312,5303
4,0.00793313980102539,5659
4,0.007942914962768555,7950
4,0.007955551147460938,-1
4,0.007966995239257812,5844
4,0.007979393005371094,6391
4,0.007989883422851562,5953
4,0.008002042770385742,9681
4,0.008011341094970703,9863
4,0.008022069931030273,9426
4,0.008034467697143555,-1
4,0.008047103881835938,9133
4,0.00805807113647461,7157
4,0.008067846298217773,2705
4,0.008079767227172852,7282
4,0.008091211318969727,8937
4,0.008102655410766602,9401
4,0.008121490478515625,7636
4,0.008137941360473633,9370
4,0.00814962387084961,1392
4,0.008160829544067383,9780
4,0.008171558380126953,8758
4,0.00818324089050293,1240
4,0.008194923400878906,3009
4,0.008206367492675781,8092
4,0.008218050003051758,4204
4,0.008229494094848633,2812
4,0.00824117660522461,8436
4,0.008253812789916992,-1
4,0.008264541625976562,2832
4,0.008275747299194336,2822
4,0.008287668228149414,-1
4,0.008299112319946289,7546
4,0.008318424224853516,9847
4,0.00832986831665039,4420
4,0.008340597152709961,452
4,0.00835108757019043,3495
4,0.008365154266357422,-1
4,0.008376359939575195,189
4,0.008387327194213867,6630
4,0.008404731750488281,1080
4,0.008417844772338867,5908
4,0.008428573608398438,5135
4,0.008443832397460938,167
4,0.008455276489257812,2079
4,0.008465766906738281,2706
4,0.008477210998535156,7914
4,0.008488655090332031,9841
4,0.008496999740600586,8555
4,0.00850677490234375,5008
4,0.008520841598510742,5041
4,0.008529901504516602,372
4,0.008542776107788086,8364
4,0.008556127548217773,5607
4,0.008567333221435547,9137
4,0.008577585220336914,1788
4,0.008588075637817383,5302
4,0.008599281311035156,1139
4,0.008610010147094727,5003
4,0.008620262145996094,2075
4,0.008632421493530273,6841
4,0.008641958236694336,538
4,0.008654356002807617,3621
4,0.008675098419189453,4362
4,0.008687734603881836,240
4,0.008699655532836914,4884
4,0.008710622787475586,1003
4,0.008721351623535156,1507
4,0.00873255729675293,3719
4,0.008743524551391602,1105
4,0.008757591247558594,2823
4,0.008770227432250977,4857
4,0.008782386779785156,7455
4,0.008796453475952148,585
4,0.008807897567749023,5751
4,0.008818626403808594,1066
4,0.008829832077026367,7519
4,0.008840560913085938,5267
4,0.008851766586303711,5358
4,0.008863449096679688,874
4,0.00887441635131836,4888
4,0.008885622024536133,58
4,0.008896112442016602,6922
4,0.008907556533813477,5016
4,0.008919239044189453,5727
4,0.008930444717407227,4760
4,0.00895071029663086,9532
4,0.008966445922851562,9282
4,0.008976459503173828,51
4,0.008987665176391602,3072
4,0.008998870849609375,4865
4,0.009011030197143555,7419
4,0.009024620056152344,6855
4,0.009036064147949219,2380
4,0.0090484619140625,-1
4,0.009060144424438477,1062
4,0.009071588516235352,8088
4,0.009080886840820312,870
4,0.009091615676879883,3240
4,0.009101629257202148,2491
4,0.009112834930419922,7677
4,0.009124279022216797,1407
4,0.009136438369750977,8369
4,0.009147167205810547,3165
4,0.0091552734375,1836
4,0.009166240692138672,8177
4,0.009177446365356445,3158
4,0.009189128875732422,5330
4,0.009199380874633789,1571
4,0.00922083854675293,757
4,0.009235858917236328,959
4,0.009244680404663086,9726
4,0.009257316589355469,-1
4,0.009268522262573242,6623
4,0.009280204772949219,6842
4,0.009291887283325195,3442
4,0.009303092956542969,319
4,0.009313344955444336,5832
4,0.009325504302978516,6245
4,0.009338617324829102,8650
4,0.009349584579467773,9549
4,0.00936126708984375,5854
4,0.009374141693115234,4793
4,0.009384632110595703,9436
4,0.009393930435180664,1983
4,0.009407520294189453,7955
4,0.009418010711669922,1890
4,0.00943136215209961,6970
4,0.009443044662475586,1808
4,0.009455442428588867,9148
4,0.00946664810180664,6204
4,0.009479284286499023,2893
4,0.00949859619140625,2133
4,0.009511947631835938,4948
4,0.009523868560791016,9362
4,0.009535074234008789,2142
4,0.009548664093017578,-1
4,0.009559154510498047,3482
4,0.009570598602294922,1047
4,0.00958251953125,2604
4,0.009593725204467773,6868
4,0.00960540771484375,-1
4,0.009622573852539062,5271
4,0.009638071060180664,6880
4,0.009651422500610352,-1
4,0.009660959243774414,958
4,0.009671449661254883,4390
4,0.009682655334472656,-1
4,0.00969552993774414,-1
4,0.00970602035522461,3797
4,0.00971674919128418,2200
4,0.009728670120239258,7886
4,0.009739875793457031,2592
4,0.009751558303833008,8647
4,0.009775876998901367,6887
4,0.00978994369506836,5797
4,0.009801387786865234,2670
4,0.00981283187866211,8343
4,0.009824991226196289,-1
4,0.009837150573730469,1824
4,0.009848356246948242,9427
4,0.009859323501586914,1373
4,0.00987100601196289,4556
4,0.009885072708129883,8285
4,0.009897232055664062,8554
4,0.009908437728881836,6002
4,0.00992274284362793,-1
4,0.009931087493896484,7578
4,0.009943485260009766,6536
4,0.009956598281860352,9142
4,0.009967327117919922,3187
4,0.009978532791137695,3455
4,0.00998997688293457,1587
4,0.010001420974731445,2093
4,0.010011911392211914,4241
4,0.010027647018432617,1662
4,0.010040283203125,2910
4,0.010050773620605469,3160
4,0.010062694549560547,7616
4,0.010081052780151367,3187
4,0.010093212127685547,8468
4,0.010105133056640625,3913
4,0.010117292404174805,9314
4,0.010130643844604492,8078
4,0.010142326354980469,8307
4,0.010152101516723633,4512
4,0.010163545608520508,4306
4,0.010175466537475586,1995
4,0.010187625885009766,6315
4,0.010197162628173828,7794
4,0.010208368301391602,1511
4,0.01022028923034668,4496
4,0.010233163833618164,-1
4,0.010244607925415039,8757
4,0.010256528854370117,9796
4,0.010267019271850586,5828
4,0.010279417037963867,8327
4,0.01029062271118164,5891
4,0.01030278205871582,-1
4,0.010313749313354492,6763
4,0.010323047637939453,2559
4,0.010334968566894531,5496
4,0.010358333587646484,9683
4,0.010370969772338867,3646
4,0.010384798049926758,-1
4,0.010396957397460938,7731
4,0.010408401489257812,6508
4,0.010420560836791992,9595
4,0.010433197021484375,2768
4,0.010444402694702148,7991
4,0.01045370101928711,5440
4,0.01046442985534668,4237
4,0.010476112365722656,6311
4,0.010487556457519531,2962
4,0.01050114631652832,-1
4,0.010515451431274414,2589
4,0.010526657104492188,2605
4,0.01053762435913086,4813
4,0.010550975799560547,8646
4,0.01056218147277832,9922
4,0.010573625564575195,5224
4,0.010585784912109375,7348
4,0.010597944259643555,2178
4,0.010607481002807617,3419
4,0.01061868667602539,7337
4,0.010638952255249023,6201
4,0.010650873184204102,6874
4,0.010662555694580078,4824
4,0.010677099227905273,1298
4,0.01068878173828125,2018
4,0.010700225830078125,7993
4,0.010712146759033203,7323
4,0.010722160339355469,2825
4,0.010733604431152344,8859
4,0.010745048522949219,6071
4,0.01075601577758789,1812
