2|4.3112754821777344e-05
3|1.331925392150879e-05
4|1.1695623397827148e-05
5|1.2029647827148438e-05
6|1.1807680130004882e-05
7|1.1283159255981446e-05
8|1.1760950088500977e-05
9|1.2538909912109375e-05
10|1.2981891632080079e-05
11|1.2428998947143555e-05
12|1.3608217239379882e-05
13|1.4175176620483398e-05
